ID,cidade,estado,lat,long
61052,Apalachicola,FL,29.7267,-85.0889
61053,Briarwood (Queens),NY,32.7199,-117.1805
61054,Oxford,CT,41.4286,-73.1425
61055,Ellicott City,MD,39.2673,-76.7986
61056,Sackville (Canada),NS,32.7199,-117.1805
61057,Tazewell,TN,36.4710,-83.5189
61058,Harris Park (Australia),,32.7199,-117.1805
61059,Glendale,AZ,33.5382,-112.1859
61060,Basingstoke (UK/England),,32.7199,-117.1805
61061,Charlotte,NC,35.2287,-80.8458
61062,Sheffield,PA,41.6880,-79.0215
61063,Low Moor,VA,37.8010,-79.8659
61064,Los Angeles,CA,33.9736,-118.2479
61065,Fullerton,CA,33.8768,-117.8931
61066,Yorba Linda,CA,33.8876,-117.8023
61067,Placentia,CA,33.8820,-117.8506
61068,Yorba Linda,CA,33.8876,-117.8023
61069,Yorba Linda,CA,33.8876,-117.8023
61070,Anaheim,CA,33.8478,-117.9573
61071,Anaheim/Brea/Diamond Bar,CA,32.7199,-117.1805
61072,Fort Myers,FL,26.62,-81.84
61073,Denver,CO,39.7393,-104.9844
61074,Johnson City (near),TN,32.7199,-117.1805
61075,Baltimore,MD,39.2954,-76.6239
61076,Brea,CA,33.9270,-117.8854
61077,Portland,OR,45.5074,-122.6898
61078,Anthony,FL,29.3051,-82.0763
61079,Wildwood,FL,28.8433,-82.0533
61080,Albuquerque,NM,35.0846,-106.6516
61081,Maiden,NC,35.5732,-81.1601
61082,Colquitt,GA,31.1509,-84.7207
61083,Tacoma,WA,47.2534,-122.4432
61084,Grand Rapids to NYC (in flight),AB,32.7199,-117.1805
61085,Iquique,,32.7199,-117.1805
61086,Davis,CA,38.5630,-121.8160
61087,Acworth,GA,34.0321,-84.7026
61088,Plymouth (UK/England),,32.7199,-117.1805
61089,Florence,AL,34.8303,-87.6645
61090,Montgomery,TX,30.3118,-95.6745
61091,North Riverside,IL,32.7199,-117.1805
61092,North East/Bel Air,MD,32.7199,-117.1805
61093,Newport News,VA,37.0468,-76.4853
61094,Fredericksburg,VA,38.2983,-77.4914
61095,Las Vegas,NV,36.1736,-115.1264
61096,Powder Springs,GA,33.8825,-84.7003
61097,Dublin,GA,32.4762,-82.9437
61098,Valley,AL,32.7602,-85.1979
61099,Waddington,NY,44.8497,-75.1989
61100,Eustis,FL,28.8600,-81.6944
61101,Hammond,IN,41.6510,-87.4935
61102,Hayward,CA,37.6687,-122.0799
61103,Hammond,IN,41.6510,-87.4935
61104,Auburn,AL,32.5578,-85.4799
61105,White Plains,NY,41.0315,-73.7644
61106,Fort Myers,FL,26.62,-81.84
61107,Stonington,CT,41.3803,-71.9160
61108,Borden Carleton (Canada),PE,32.7199,-117.1805
61109,Austin,TX,30.2197,-97.7473
61110,Windsor,VA,36.8628,-76.7143
61111,Mims,FL,28.7231,-80.9417
61112,Mims,FL,28.7231,-80.9417
61113,Smithtown,NY,40.8615,-73.2093
61114,Plumsteadville,PA,40.3874,-75.1468
61115,St. George,UT,32.7199,-117.1805
61116,Ft. Pierce,FL,32.7199,-117.1805
61117,Mokena,IL,41.5328,-87.8894
61118,Newton,MA,42.3534,-71.1836
61119,Milpitas,CA,37.4220,-121.8166
61120,Seattle,WA,47.6110,-122.3335
61121,Boulder,CO,40.0480,-105.2068
61122,Cuenca (Ecuador),,32.7199,-117.1805
61123,Greenwood,IN,39.6100,-86.1785
61124,Martinsville,IN,39.4523,-86.4672
61125,Chicago,IL,41.85,-87.65
61126,Wahkiki,HI,32.7199,-117.1805
61127,Clarence,NY,42.9986,-78.6144
61128,Baton Rouge,LA,30.4492,-91.1876
61129,Fayetteville,NC,35.0663,-78.8893
61130,Taft,CA,35.1737,-119.4285
61131,Crowley,TX,32.5803,-97.4160
61132,U. S. Virgin Islands (Cruz Bay),,32.7199,-117.1805
61133,Maple Ridge (Canada),BC,32.7199,-117.1805
61134,Danville,KY,37.6347,-84.8094
61135,Norwood,MA,42.1819,-71.1967
61136,Nottingham (UK/England),,32.7199,-117.1805
61137,Apache Junction,AZ,33.4223,-111.5477
61138,Lehi,UT,40.4021,-111.8780
61139,Henderson,NV,35.9985,-114.9589
61140,Ashton,WV,38.6015,-82.1059
61141,Newburgh,NY,41.5379,-74.0424
61142,Denton,TX,33.2192,-97.1499
61143,West Kilbride (UK/Scotland),,32.7199,-117.1805
61144,Ipoh (Malaysia),,32.7199,-117.1805
61145,Haleyville,AL,34.2182,-87.6132
61146,Lancaster,CA,34.7333,-118.1492
61147,Elmhurst,IL,41.8897,-87.9423
61148,"Adjuntas, (Puerto Rico)",,32.7199,-117.1805
61149,Oak Lawn,IL,41.7089,-87.7595
61150,Batesville,AR,35.7926,-91.6656
61151,Janesville,CA,40.1550,-120.5384
61152,Indiana,PA,40.6206,-79.1447
61153,Marysville,WA,48.0562,-122.1615
61154,Morgan Hill,CA,37.1681,-121.6270
61155,Fircrest,WA,32.7199,-117.1805
61156,Lebanon,OR,44.5128,-122.7863
61157,North Vancouver (Canada),BC,32.7199,-117.1805
61158,San Antonio,TX,29.4728,-98.5356
61159,Des Peres,MO,32.7199,-117.1805
61160,Denver,CO,39.7393,-104.9844
61161,Tallmadge,OH,41.0964,-81.4194
61162,East Dublin,GA,32.5597,-82.8152
61163,East Dublin,GA,32.5597,-82.8152
61164,East Dublin,GA,32.5597,-82.8152
61165,Aberdeen,NJ,32.7199,-117.1805
61166,Cumberland (Canada),BC,32.7199,-117.1805
61167,Clarksville,TX,33.6272,-94.9744
61168,Memphis,TN,35.1496,-90.0487
61169,Penns Grove,DE,32.7199,-117.1805
61170,La Mesa,CA,32.7601,-116.9993
61171,Toronto (Canada),ON,32.7199,-117.1805
61172,Burbank,CA,34.1995,-118.3044
61173,Grand Junction,CO,39.0702,-108.5530
61174,Newark,OH,40.1216,-82.3822
61175,Toronto (Canada),ON,32.7199,-117.1805
61176,Corydon,IN,38.1850,-86.1533
61177,Maple Glen,PA,32.7199,-117.1805
61178,Davis,CA,38.5630,-121.8160
61179,Graham,WA,47.0159,-122.2973
61180,Springtown,TX,32.9737,-97.7200
61181,Springtown,TX,32.9737,-97.7200
61182,Springtown,TX,32.9737,-97.7200
61183,Cherryville,NC,35.3991,-81.3938
61184,Riverhead,NY,40.9243,-72.6426
61185,Brownstown,MI,32.7199,-117.1805
61186,Nuevo Laredo (70km SW of) (Mexico),,32.7199,-117.1805
61187,Red Lion,PA,39.8971,-76.5585
61188,Madison,CT,41.3434,-72.6019
61189,Brunswick,NY,32.7199,-117.1805
61190,Freeport,ME,43.8686,-70.0977
61191,East Pennsboro,PA,32.7199,-117.1805
61192,Issaquah,WA,47.4964,-121.9909
61193,New Hampton,NY,41.3735,-74.4318
61194,Enigma,GA,31.3627,-83.3445
61195,Fulshear,TX,29.6819,-95.9203
61196,Callahan,FL,30.5817,-81.8137
61197,Effingham,NH,43.7372,-71.0496
61198,Adelanto,CA,34.6657,-117.5013
61199,Baltimore,MD,39.2954,-76.6239
61200,Azusa,CA,34.1381,-117.9122
61201,Half Moon Bay,CA,37.4730,-122.4111
61202,Kerens,TX,32.1066,-96.1909
61203,Newburgh,NY,41.5379,-74.0424
61204,New Providence,NJ,40.6979,-74.4040
61205,Livingston,NJ,40.7876,-74.3300
61206,Hagerstown,MD,39.6290,-77.7155
61207,St. Catharines (Canada),ON,32.7199,-117.1805
61208,Altoona,IA,41.6435,-93.4623
61209,Oklahoma City,OK,35.4678,-97.5164
61210,Fall River,MA,41.7316,-71.1090
61211,Asuncion (Paraguay),,32.7199,-117.1805
61212,Old Bridge,NJ,40.3910,-74.3256
61213,Denver,IN,40.8801,-86.0558
61214,Gary,IN,41.5936,-87.3467
61215,Fair Oaks (landings),IL,32.7199,-117.1805
61216,Riverhead,NY,40.9243,-72.6426
61217,Phoenix,AZ,33.4486,-112.0733
61218,Chicago,IL,41.85,-87.65
61219,Quartzsite,AZ,33.6387,-114.2736
61220,North Falmouth,MA,41.6382,-70.6277
61221,Wareham,MA,41.7666,-70.7007
61222,Owasso,OK,36.2712,-95.8214
61223,Pomfret,CT,41.8975,-71.9631
61224,Long Beach (just south on the 405),CA,32.7199,-117.1805
61225,Compton,CA,33.8750,-118.2408
61226,Lakewood/South Gate/Lnywood  (105 East Freeway),CA,32.7199,-117.1805
61227,St. Louis,MO,32.7199,-117.1805
61228,Canon City,CO,38.4777,-105.3695
61229,Spring Creek,NV,40.5803,-115.5653
61230,Colfax,ND,46.4201,-96.8658
61231,Warrenton,NC,36.3249,-78.1356
61232,Carmel,IN,39.9727,-86.1771
61233,Chapel Hill,NC,35.9671,-79.0409
61234,Carriere,MS,30.6490,-89.6558
61235,San Bernardino,CA,34.1040,-117.2925
61236,Dixon,IL,41.8264,-89.4861
61237,Highland,CA,34.1198,-117.1689
61238,Roan Mountain,TN,36.1847,-82.0998
61239,Springhill,LA,32.9882,-93.4820
61240,Atchafalaya,LA,32.7199,-117.1805
61241,Hamilton,TX,31.6831,-98.0910
61242,Shepherd,TX,30.4912,-94.9844
61243,Quad  cities (near; over I-88),IL,32.7199,-117.1805
61244,Rockville,MD,39.0839,-77.1534
61245,Sugarcreek,OH,40.4856,-81.6766
61246,Sheffield Lake,OH,41.4613,-82.0995
61247,,,32.7199,-117.1805
61248,Canon,GA,34.3476,-83.0814
61249,Altamonte Springs,FL,28.6638,-81.3672
61250,Alvin,TX,29.3938,-95.2451
61251,Swanburg,MN,32.7199,-117.1805
61252,Yuma (east of),AZ,32.7199,-117.1805
61253,Racine,WI,42.7263,-87.7829
61254,Longwood,FL,28.7064,-81.3431
61255,Lakeway,TX,32.7199,-117.1805
61256,Pomona,CA,34.0390,-117.7608
61257,Goleta,CA,34.4356,-119.8269
61258,Ukiah,CA,39.1310,-123.2441
61259,Allentown,PA,40.6081,-75.4689
61260,Stephenville,TX,32.2320,-98.2133
61261,Conway,AR,35.0640,-92.3706
61262,Dunstable,MA,42.6732,-71.5022
61263,Gulf of Mexico,TX,32.7199,-117.1805
61264,Grand prairie,TX,32.7199,-117.1805
61265,Hampstead,NH,42.8827,-71.1763
61266,Stanhope,NJ,40.9285,-74.7199
61267,San Francisco,CA,37.77,-122.41
61268,Las Vegas,NV,36.1736,-115.1264
61269,Long Beach,CA,33.7668,-118.1886
61270,Redondo Beach,CA,33.8308,-118.3875
61271,Bath,PA,40.7595,-75.4184
61272,Calgary (Canada),AB,32.7199,-117.1805
61273,Hampton,TN,36.2531,-82.1704
61274,Lady Lake,FL,28.9173,-81.9232
61275,Sevierville,TN,35.7830,-83.6104
61276,Norwalk,CA,33.9073,-118.0758
61277,Roslindale,MA,42.2835,-71.1218
61278,Canonsburg,PA,40.2705,-80.1710
61279,Limon,CO,39.2695,-103.6926
61280,Marlton,NJ,39.8506,-74.9081
61281,St. Petersburg,FL,32.7199,-117.1805
61282,Santa Monica,CA,34.0153,-118.4936
61283,Bloomfield Hills,MI,42.5438,-83.2793
61284,Chesterfield Inlet (Canada),,32.7199,-117.1805
61285,Wapakoneta,OH,40.5773,-84.1448
61286,Riverside,CA,33.9943,-117.3778
61287,Liverpool (UK/England),,32.7199,-117.1805
61288,Russellton,PA,40.6148,-79.8425
61289,Naples,FL,26.1418,-81.7950
61290,London (southwest) (UK/England),,32.7199,-117.1805
61291,Plano,TX,33.0547,-96.7312
61292,Tønsberg (Norway),,32.7199,-117.1805
61293,Houston,TX,29.7634,-95.3634
61294,Carmel,NY,41.4313,-73.7256
61295,Phoenix,AZ,33.4486,-112.0733
61296,Bergen,NY,43.0814,-78.0179
61297,Gig Harbor,WA,47.3744,-122.7162
61298,Laurel,MD,39.0969,-76.8830
61299,Laguna Niguel,CA,33.5425,-117.7825
61300,"Rishton/Blackburn, Lancashire (UK/England)",,32.7199,-117.1805
61301,Poughkeepsie,NY,41.6869,-73.8988
61302,Las Vegas,NV,36.1736,-115.1264
61303,Davie,FL,32.7199,-117.1805
61304,Sarasota,FL,27.3364,-82.5308
61305,Lindenhurst,NY,40.6888,-73.3748
61306,Louisville,KY,38.2545,-85.7595
61307,Satellite Beach,FL,28.1742,-80.5998
61308,Seminole,OK,35.2245,-96.6706
61309,Clearwater Beach,FL,27.9737,-82.8237
61310,Quatzsite,AZ,32.7199,-117.1805
61311,Broadstairs (UK/England,,32.7199,-117.1805
61312,Mexico (over Pacific Ocean),,32.7199,-117.1805
61313,Bloomington,IL,40.4734,-88.9918
61314,Byron,NY,43.0744,-78.0738
61315,Lebanon,IN,40.0435,-86.4632
61316,Lancaster,CA,34.7333,-118.1492
61317,San Antonio,TX,29.4728,-98.5356
61318,Okmulgee,OK,35.6463,-96.0328
61319,Memphis,TN,35.1496,-90.0487
61320,Clark,NJ,40.6219,-74.3169
61321,Livermore,CA,37.5098,-121.6389
61322,Florissant,CO,38.8478,-105.3069
61323,Valdosta,GA,30.7533,-83.3508
61324,Tualatin,OR,45.3653,-122.7602
61325,Sargent,TX,32.7199,-117.1805
61326,Tulsa,OK,36.1537,-95.9926
61327,Azle,TX,32.9080,-97.5806
61328,Liberty Hill,TX,30.7010,-97.9330
61329,San Jose,CA,37.3435,-121.8887
61330,Cardiff (UK/Wales),,32.7199,-117.1805
61331,Waconia,MN,44.8545,-93.7735
61332,Baird/Putnam (on I-20),TX,32.7199,-117.1805
61333,Orlando (70 miles north of),FL,32.7199,-117.1805
61334,Liberty Hill,TX,30.7010,-97.9330
61335,Stephenville,TX,32.2320,-98.2133
61336,Salado,TX,30.9286,-97.5771
61337,Palm Desert,CA,33.7664,-116.3279
61338,Stephenville,TX,32.2320,-98.2133
61339,Stephenville,TX,32.2320,-98.2133
61340,Ringgold,GA,34.8776,-85.1195
61341,San Antonio,TX,29.4728,-98.5356
61342,Trento (Mt. Palmis) (Italy),,32.7199,-117.1805
61343,Frog Lake (Canada),AB,32.7199,-117.1805
61344,Los Angeles (LAX),CA,32.7199,-117.1805
61345,York,PA,39.9611,-76.7340
61346,Miami,FL,25.7738,-80.1936
61347,Springfield,MA,42.1057,-72.5981
61348,Dalton,GA,34.7698,-84.9703
61349,Hagerstown,MD,39.6290,-77.7155
61350,New Orleans,LA,29.9582,-90.0767
61351,Stephenville,TX,32.2320,-98.2133
61352,Ypslianti,MI,32.7199,-117.1805
61353,Wichita (Goddard & Towns West),KS,32.7199,-117.1805
61354,Parkers Cross Roads,TN,32.7199,-117.1805
61355,Dale City,VA,32.7199,-117.1805
61356,Philadelphia,PA,39.9525,-75.1644
61357,Sebring,FL,27.5006,-81.3824
61358,Bellingham,WA,48.7477,-122.5222
61359,Cranston,RI,41.7761,-71.4343
61360,Safford,AZ,32.7515,-109.4466
61361,Homestead,FL,25.4529,-80.5255
61362,Stephenville,TX,32.2320,-98.2133
61363,Abilene,TX,32.6133,-99.6932
61364,Chandigarh (India),,32.7199,-117.1805
61365,Germania,PA,32.7199,-117.1805
61366,Mexico City (Mexico),,32.7199,-117.1805
61367,Whitburn (UK/England),,32.7199,-117.1805
61368,New Caney,TX,30.1501,-95.1811
61369,Houston,TX,29.7634,-95.3634
61370,Kingfisher,OK,35.9723,-97.9615
61371,Topeka and Lawrence (between),KS,32.7199,-117.1805
61372,Yardville,NJ,32.7199,-117.1805
61373,Platteville,CO,40.2487,-104.8192
61374,,,32.7199,-117.1805
61375,Virginia Beach,VA,36.8598,-75.9812
61376,Saskatoon (Canada),SK,32.7199,-117.1805
61377,New Holland,PA,40.1205,-76.0689
61378,Compton,,32.7199,-117.1805
61379,Calvert,TX,31.0106,-96.6656
61380,Morehead,KY,38.2067,-83.4086
61381,New Britain,CT,41.6612,-72.7801
61382,Indian Trail,NC,35.1115,-80.6099
61383,Chandigarh (India),,32.7199,-117.1805
61384,Leeds,ME,44.2888,-70.1365
61385,Balgonie (qu Apple Valley) (Canada),SK,32.7199,-117.1805
61386,Houston,TX,29.7634,-95.3634
61387,Lincolnshire,IL,42.1886,-87.9255
61388,Hemphill,TX,31.2906,-93.7695
61389,Indianapolis,IN,39.7757,-86.1096
61390,Napier (New Zealand),,32.7199,-117.1805
61391,Columbia,MO,38.8822,-92.2523
61392,Harrisburg (in general area of),PA,32.7199,-117.1805
61393,Flat Rock,AL,34.8145,-85.7006
61394,Tunkhannock,PA,41.5178,-75.9421
61395,Anaheim,CA,33.8478,-117.9573
61396,Seattle,WA,47.6110,-122.3335
61397,Moscow (Russia),,32.7199,-117.1805
61398,Medford and Murphy,OR,32.7199,-117.1805
61399,West Warwick,RI,41.6973,-71.5097
61400,Hope,ND,47.2971,-97.6853
61401,Bloomsburg,PA,41.0457,-76.4290
61402,Brewster,OH,40.7142,-81.5984
61403,Clover,SC,35.0738,-81.2050
61404,Temecula,CA,33.4939,-117.1475
61405,Bozeman (Gallatin Range),MT,32.7199,-117.1805
61406,"Washington, D.C.",DC,32.7199,-117.1805
61407,Elmhurst,IL,41.8897,-87.9423
61408,Shippensburg,PA,40.0406,-77.4975
61409,Waldorf,MD,38.6137,-76.8705
61410,Craig,CO,40.6120,-107.7322
61411,Hattiesburg,MS,31.2411,-89.2723
61412,Lindsay (Canada),ON,32.7199,-117.1805
61413,Newalla,OK,35.3525,-97.2067
61414,Westwood,CA,40.2692,-121.0861
61415,Farallon (outside Panama City),,32.7199,-117.1805
61416,Burlington (Canada),ON,32.7199,-117.1805
61417,Downey,CA,33.9400,-118.1319
61418,Byron,GA,32.6471,-83.7901
61419,Brazil,,32.7199,-117.1805
61420,Cameron,MO,39.7547,-94.2623
61421,Bloomington,IL,40.4734,-88.9918
61422,Neuruppin (Germany),,32.7199,-117.1805
61423,Yreka,CA,41.7540,-122.6742
61424,Prairieville,LA,30.3008,-90.9250
61425,Pottsboro,TX,33.8199,-96.6960
61426,County Down (Ireland),,32.7199,-117.1805
61427,Waco,TX,31.5513,-97.1382
61428,Catawba,SC,34.8177,-80.9202
61429,Herceghalom (Hungary),,32.7199,-117.1805
61430,Gainesville,FL,29.6396,-82.3215
61431,Grafton,MA,42.2030,-71.6811
61432,Kayamkulam (in Kerala state) (India),,32.7199,-117.1805
61433,Port Richey,FL,28.3048,-82.7050
61434,Seattle,WA,47.6110,-122.3335
61435,Gainesville,FL,29.6396,-82.3215
61436,San Diego,CA,32.7199,-117.1805
61437,Santa Barbara,CA,34.4191,-119.7034
61438,Jacksonville,FL,30.3383,-81.7706
61439,Easley,SC,34.8933,-82.5803
61440,Clayton,GA,34.8952,-83.3800
61441,Gainesville,FL,29.6396,-82.3215
61442,San Diego,CA,32.7199,-117.1805
61443,Waycross,GA,31.2280,-82.3480
61444,Gatineau (Canada),QC,32.7199,-117.1805
61445,Citrus Heights,CA,38.6926,-121.2676
61446,Puerto Escodido (Mexico),,32.7199,-117.1805
61447,La Jolla,CA,32.8668,-117.2482
61448,Bartlett,TN,32.7199,-117.1805
61449,San Diego,CA,32.7199,-117.1805
61450,San Diego,CA,32.7199,-117.1805
61451,Sheffield (UK/England),,32.7199,-117.1805
61452,San Diego,CA,32.7199,-117.1805
61453,Santiago (Chile),,32.7199,-117.1805
61454,Burbank,CA,34.1995,-118.3044
61455,Massillon,OH,40.8183,-81.4930
61456,Ellesmere Port (UK/England),,32.7199,-117.1805
61457,Nunapitchuk,AK,60.8864,-162.3317
61458,Antioch,CA,37.9898,-121.8073
61459,Fremont,CA,37.5670,-121.9827
61460,Las Vegas,NV,36.1736,-115.1264
61461,El Cajon,CA,32.7797,-116.8775
61462,Burbank,CA,34.1995,-118.3044
61463,Perth (Australia),,32.7199,-117.1805
61464,Burbank,CA,34.1995,-118.3044
61465,Grand Canary Island,,32.7199,-117.1805
61466,Freehold Township,NJ,32.7199,-117.1805
61467,Myrtle Beach,SC,33.7654,-78.7957
61468,Santa Monica,CA,34.0153,-118.4936
61469,Palm Coast,FL,29.4748,-81.1274
61470,Porto Alegre (Brazil),,32.7199,-117.1805
61471,San Carlos (of San Diego),CA,32.7199,-117.1805
61472,Carrollton,TX,32.9514,-96.8915
61473,Groves,TX,29.9496,-93.9200
61474,San Diego,CA,32.7199,-117.1805
61475,Pilot Knob,MO,37.6271,-90.6514
61476,Lake Toxaway,NC,35.1322,-82.9273
61477,Amersfoort (Netherlands),,32.7199,-117.1805
61478,Daniels,WV,37.7307,-81.1177
61479,McKinney,TX,32.7199,-117.1805
61480,Los Angeles,CA,33.9736,-118.2479
61481,San Diego,CA,32.7199,-117.1805
61482,Cairo,GA,30.9590,-84.2003
61483,Green Valley,AZ,31.8335,-111.0026
61484,Aldershot (UK/England),,32.7199,-117.1805
61485,Antioch,CA,37.9898,-121.8073
61486,,,32.7199,-117.1805
61487,Brooksville,FL,28.5917,-82.3492
61488,Salina,KS,38.8345,-97.6412
61489,Englewood,FL,26.9787,-82.3664
61490,Vista,CA,33.1631,-117.2475
61491,Santa Rosa,CA,38.4534,-122.7814
61492,Alappuzha (India),,32.7199,-117.1805
61493,Failsworth Manchester,,32.7199,-117.1805
61494,Spokane,WA,47.6648,-117.4375
61495,Braintree,VT,32.7199,-117.1805
61496,Perth Amboy,NJ,40.5215,-74.2758
61497,Palm Desert,CA,33.7664,-116.3279
61498,West Sussex (UK/England),,32.7199,-117.1805
61499,Altoona,IA,41.6435,-93.4623
61500,Phoenix/Glendale (over),AZ,32.7199,-117.1805
61501,Kirkby In Ashfield (UK/England),,32.7199,-117.1805
61502,Silverdale,WA,47.7244,-122.7192
61503,Ashland,MO,38.7759,-92.2573
61504,Carlsbad,CA,33.1508,-117.3133
61505,Plano,TX,33.0547,-96.7312
61506,North Kansas City,MO,32.7199,-117.1805
61507,Vista,CA,33.1631,-117.2475
61508,Vancouver (Canada),BC,32.7199,-117.1805
61509,Omaha,NE,41.2596,-95.9374
61510,Westwood,CA,40.2692,-121.0861
61511,Hacienda Heights,CA,34.0018,-117.9834
61512,Bay City,TX,28.9825,-95.9693
61513,Nassau (Bahamas),,32.7199,-117.1805
61514,Nacogdoches,TX,31.5731,-94.4851
61515,Satellite Beach,FL,28.1742,-80.5998
61516,Vernon,AZ,34.2354,-109.6450
61517,Hull (UK/England),,32.7199,-117.1805
61518,VA/GA (between; on I-20),SC,32.7199,-117.1805
61519,Phoenix,AZ,33.4486,-112.0733
61520,Garland,TX,32.9331,-96.6213
61521,Braintree,VT,32.7199,-117.1805
61522,,,32.7199,-117.1805
61523,Moneta,VA,37.1723,-79.6268
61524,Irvine,CA,33.7484,-117.7455
61525,Maceio (Brasil),,32.7199,-117.1805
61526,Clovis,CA,36.8261,-119.6789
61527,Mountains (near Yakima/Klicktat County Line),WA,32.7199,-117.1805
61528,Klickitat Yakima County Line,WA,32.7199,-117.1805
61529,Ransbach-Baumbach (Germany),,32.7199,-117.1805
61530,Grants Pass,OR,42.6012,-123.5908
61531,Ajax (Canada),ON,32.7199,-117.1805
61532,Burbank,CA,34.1995,-118.3044
61533,Chicago,IL,41.85,-87.65
61534,Cut Off,LA,29.5426,-90.2990
61535,Pensacola,FL,30.4242,-87.2211
61536,Cape Town (South Africa),,32.7199,-117.1805
61537,Mendham,NJ,40.7870,-74.5939
61538,Wangaratta (Australia),,32.7199,-117.1805
61539,Memphis,TN,35.1496,-90.0487
61540,Longmont,CO,40.1689,-105.0932
61541,Lakewood,CO,32.7199,-117.1805
61542,Windermere,FL,28.4802,-81.5560
61543,Sanikiluaq (Canada),NT,32.7199,-117.1805
61544,Moneta,VA,37.1723,-79.6268
61545,East Moline,IL,41.5182,-90.3854
61546,New York City,NY,32.7199,-117.1805
61547,Alta Loma,CA,32.7199,-117.1805
61548,Van Nuys,CA,34.2,-118.47
61549,Brownsville,TX,25.9676,-97.5475
61550,Phila./Camden,PA,32.7199,-117.1805
61551,Missouri (from passenger train),MO,32.7199,-117.1805
61552,Pataskala,OH,40.0007,-82.6770
61553,Bountiful,UT,40.8762,-111.8235
61554,Tustin,CA,33.7376,-117.8212
61555,San Martin,CA,37.0956,-121.6045
61556,Chester,VA,37.3359,-77.4572
61557,Lesslie,SC,32.7199,-117.1805
61558,Bowie,MD,38.9926,-76.7389
61559,Bowie,MD,38.9926,-76.7389
61560,Salem,VA,37.2835,-80.1193
61561,Lake Providence,LA,32.8504,-91.2163
61562,Los Alamos,CA,34.7623,-120.2683
61563,Los Angeles,CA,33.9736,-118.2479
61564,Chicago,IL,41.85,-87.65
61565,San Marino,CA,34.1212,-118.1151
61566,Las Vegas,NV,36.1736,-115.1264
61567,Los Angeles,CA,33.9736,-118.2479
61568,Blairs,VA,36.7257,-79.3384
61569,San Jose del Cabo (Baja California) (Mexico),,32.7199,-117.1805
61570,Harrisonburg,VA,38.4142,-78.8926
61571,Peoria,AZ,33.5735,-112.2596
61572,San Diego,CA,32.7199,-117.1805
61573,Mount Pleasant,PA,40.1580,-79.4873
61574,Edmonton (Canada),AB,32.7199,-117.1805
61575,Warrendale,PA,40.6646,-80.0934
61576,San Diego,CA,32.7199,-117.1805
61577,San Diego,CA,32.7199,-117.1805
61578,Dingmans Ferry,PA,41.2172,-74.9981
61579,El Reno,OK,35.5305,-97.9740
61580,Tucson,AZ,32.2179,-110.9686
61581,Flushing,NY,40.7553,-73.8268
61582,El Centro,CA,32.7709,-115.6023
61583,Honolulu,HI,21.3069,-157.8584
61584,Chandigarh (India),,32.7199,-117.1805
61585,Houston,TX,29.7634,-95.3634
61586,West Palm Beach,FL,26.7197,-80.0695
61587,Bear,DE,39.5983,-75.7061
61588,St. Louis,MO,32.7199,-117.1805
61589,St. Louis,MO,32.7199,-117.1805
61590,Phoenix,AZ,33.4486,-112.0733
61591,Portland,TX,27.9371,-97.3056
61592,Frankfort,IL,41.4761,-87.8392
61593,Gilbert,AZ,33.3463,-111.8154
61594,St. Petersburg,FL,32.7199,-117.1805
61595,"Beirut, Tabariss (Lebanon)",,32.7199,-117.1805
61596,Miami,OK,36.8785,-94.8680
61597,Rigby,ID,43.6963,-111.8753
61598,Fresno,CA,36.8424,-119.8031
61599,Irvine,CA,33.7484,-117.7455
61600,Mission Viejo/Lake Forest,CA,32.7199,-117.1805
61601,Sterling Heights,MI,42.5645,-83.0689
61602,El Paso,TX,31.7630,-106.4856
61603,Helmsley (UK/England),,32.7199,-117.1805
61604,Randolph,NE,42.3736,-97.3483
61605,Lehigh Acres,FL,26.6067,-81.6150
61606,Corpus Christi,TX,27.7956,-97.3994
61607,Charlottesville,VA,38.0964,-78.5569
61608,Carrollton,KY,38.6621,-85.2000
61609,Tampa/Leesburg (between),FL,32.7199,-117.1805
61610,Duncan,OK,34.4527,-97.8522
61611,Los Angeles,CA,33.9736,-118.2479
61612,Independence,KY,38.9268,-84.5525
61613,Havana,FL,30.5946,-84.3999
61614,Boulder,CO,40.0480,-105.2068
61615,Boulder,CO,40.0480,-105.2068
61616,Hummelstown,PA,40.2864,-76.6992
61617,San Lucas,CA,36.1064,-120.8674
61618,London (UK/England),,32.7199,-117.1805
61619,Lake Wales,FL,27.9026,-81.5846
61620,Newark,DE,39.6148,-75.7091
61621,Durango,CO,37.4299,-107.8477
61622,El Cerrito,CA,37.9211,-122.2890
61623,Lakewood Ranch,FL,32.7199,-117.1805
61624,Lakeland,FL,28.0427,-81.9066
61625,Wilkes-Barre,PA,32.7199,-117.1805
61626,Loves Park,IL,42.3299,-88.9954
61627,Halifax,PA,40.4808,-76.7823
61628,Sterling,VA,39.0060,-77.4290
61629,Littleton,NH,44.3391,-71.8126
61630,Braintree,VT,32.7199,-117.1805
61631,Manhattan Beach,CA,33.8895,-118.4009
61632,Breinigsville,PA,40.5488,-75.6659
61633,Clifton Forge,VA,37.8241,-79.7488
61634,Santa Barbara/Goleta,CA,32.7199,-117.1805
