,cidade,estado,formato,data,hora,dia_semana,dia,mes
53520,San Antonio,TX,Disk,10/16/06,08:30,Segunda-feira,16,10
53521,St. Joseph,MI,Light,10/16/06,04:30,Segunda-feira,16,10
53522,Leavenworth,WA,Circle,10/16/06,00:00,Segunda-feira,16,10
53523,Mineral City,OH,Formation,10/15/06,23:00,Domingo,15,10
53524,Lincoln,NE,Triangle,10/15/06,23:00,Domingo,15,10
53525,Charlotte,NC,Light,10/15/06,21:00,Domingo,15,10
53526,Panacea,FL,Oval,10/15/06,20:00,Domingo,15,10
53527,Las Cruces,NM,Light,10/15/06,19:00,Domingo,15,10
53528,Silver City,NC,Circle,10/15/06,19:00,Domingo,15,10
53529,Beltzhoover,PA,Oval,10/15/06,18:45,Domingo,15,10
53530,Howland,OH,Oval,10/15/06,18:00,Domingo,15,10
53531,Mettawa,IL,Triangle,10/15/06,17:00,Domingo,15,10
53532,Euharlee,GA,Circle,10/15/06,15:30,Domingo,15,10
53533,Cape Cod,MA,Other,10/15/06,13:00,Domingo,15,10
53534,Las Vegas,NV,Circle,10/15/06,08:30,Domingo,15,10
53535,Los Lunas,NM,Circle,10/15/06,02:37,Domingo,15,10
53536,Lockport,IL,Circle,10/15/06,00:30,Domingo,15,10
53537,Moab,UT,Fireball,10/15/06,00:15,Domingo,15,10
53538,Beverly Hills,FL,Changing,10/14/06,23:56,Sábado,14,10
53539,Buchanan,GA,Light,10/14/06,22:00,Sábado,14,10
53540,Ogunquit,ME,Light,10/14/06,21:30,Sábado,14,10
53541,San Diego,CA,Fireball,10/14/06,20:15,Sábado,14,10
53542,Provincetown,MA,Circle,10/14/06,18:00,Sábado,14,10
53543,Fairfield,CT,Fireball,10/14/06,02:24,Sábado,14,10
53544,Waterbury,CT,Fireball,10/14/06,02:00,Sábado,14,10
53545,Yuma,VA,Formation,10/14/06,02:00,Sábado,14,10
53546,Jaffrey,NH,Fireball,10/14/06,01:25,Sábado,14,10
53547,De Soto,KS,Triangle,10/13/06,22:00,Sexta-feira,13,10
53548,Omaha,NE,Light,10/13/06,21:15,Sexta-feira,13,10
53549,Beaumont,TX,Triangle,10/13/06,20:50,Sexta-feira,13,10
53550,Rawlins,WY,Triangle,10/13/06,20:30,Sexta-feira,13,10
53551,Philadelphia,PA,Oval,10/13/06,19:30,Sexta-feira,13,10
53552,La Mesa,CA,Light,10/13/06,17:30,Sexta-feira,13,10
53553,Vandenberg Village,CA,Disk,10/13/06,10:30,Sexta-feira,13,10
53554,Gonzales,CA,Changing,10/13/06,06:40,Sexta-feira,13,10
53555,Brewer,ME,Light,10/13/06,05:00,Sexta-feira,13,10
53556,Tamarac,FL,Cylinder,10/13/06,02:00,Sexta-feira,13,10
53557,Boulder,CO,Triangle,10/12/06,22:30,Quinta-Feira,12,10
53558,Pontiac,MI,Light,10/12/06,20:00,Quinta-Feira,12,10
53559,Altamonte Springs,FL,Sphere,10/12/06,17:50,Quinta-Feira,12,10
53560,Seekonk,MA,Formation,10/12/06,17:30,Quinta-Feira,12,10
53561,Pampa,TX,Triangle,10/11/06,23:00,Quarta-feira,11,10
53562,Enid,OK,Light,10/11/06,22:00,Quarta-feira,11,10
53563,La Crescenta,CA,Circle,10/11/06,21:32,Quarta-feira,11,10
53564,Milton,FL,Light,10/11/06,21:00,Quarta-feira,11,10
53565,Pensacola,FL,Diamond,10/11/06,20:45,Quarta-feira,11,10
53566,Two Harbors,MN,Light,10/11/06,19:30,Quarta-feira,11,10
53567,Monterey Park,CA,Fireball,10/11/06,19:00,Quarta-feira,11,10
53568,LittleRock,AR,Oval,10/11/06,09:00,Quarta-feira,11,10
53569,York,ME,Disk,10/11/06,05:40,Quarta-feira,11,10
53570,Calumet City,IN,Circle,10/11/06,02:00,Quarta-feira,11,10
53571,Nashville,TN,Disk,10/11/06,01:25,Quarta-feira,11,10
53572,Rome,NY,Oval,10/11/06,,Quarta-feira,11,10
53573,Knik,AK,Triangle,10/10/06,23:55,Terça-feira,10,10
53574,Wolfforth,TX,Disk,10/10/06,22:50,Terça-feira,10,10
53575,Waycross,GA,Light,10/10/06,22:40,Terça-feira,10,10
53576,Bray,OK,Other,10/10/06,20:00,Terça-feira,10,10
53577,Unsure,AR,Fireball,10/10/06,19:00,Terça-feira,10,10
53578,Waynesboro,VA,Triangle,10/10/06,16:00,Terça-feira,10,10
53579,Savannah,TN,Light,10/10/06,16:00,Terça-feira,10,10
53580,San Francisco,CA,Triangle,10/10/06,05:00,Terça-feira,10,10
53581,Pennington,TX,Diamond,10/10/06,01:00,Terça-feira,10,10
53582,Indianapolis,IN,Light,10/9/06,23:00,Segunda-feira,9,10
53583,Cathedral City,CA,Light,10/9/06,23:00,Segunda-feira,9,10
53584,Arbuckle,CA,Fireball,10/9/06,22:30,Segunda-feira,9,10
53585,Roanoke,VA,Light,10/9/06,22:00,Segunda-feira,9,10
53586,Watkins Glen,NY,Circle,10/9/06,22:00,Segunda-feira,9,10
53587,Deer Park,NY,Rectangle,10/9/06,21:05,Segunda-feira,9,10
53588,Orefield,PA,Light,10/9/06,20:43,Segunda-feira,9,10
53589,Tampa,FL,Light,10/9/06,12:43,Segunda-feira,9,10
53590,Tucson,AZ,Oval,10/9/06,08:00,Segunda-feira,9,10
53591,Allentown,NJ,Sphere,10/9/06,04:15,Segunda-feira,9,10
53592,Grosse Pointe Woods,MI,Light,10/8/06,23:00,Domingo,8,10
53593,Sebastopol,CA,Light,10/8/06,20:00,Domingo,8,10
53594,Eugene,OR,Formation,10/8/06,18:30,Domingo,8,10
53595,Scarborough,ME,Light,10/8/06,17:30,Domingo,8,10
53596,San Diego,CA,Cigar,10/8/06,17:00,Domingo,8,10
53597,Anchorage,AK,Disk,10/8/06,14:02,Domingo,8,10
53598,Lake George,NY,Rectangle,10/8/06,14:00,Domingo,8,10
53599,Holden Beach,NC,Triangle,10/8/06,01:00,Domingo,8,10
53600,Cantonment,FL,Other,10/8/06,,Domingo,8,10
53601,Fulton,OH,Oval,10/7/06,23:00,Sábado,7,10
53602,Arlington,TX,Cylinder,10/7/06,16:02,Sábado,7,10
53603,Denver,CO,Other,10/7/06,02:00,Sábado,7,10
53604,Blacksburg,VA,Light,10/7/06,02:00,Sábado,7,10
53605,Surprise,AZ,Light,10/7/06,01:52,Sábado,7,10
53606,Brighton,CO,Other,10/6/06,22:30,Sexta-feira,6,10
53607,Bakersville (Roan Mountain),NC,Disk,10/6/06,22:00,Sexta-feira,6,10
53608,Lisbon,OH,Light,10/6/06,18:56,Sexta-feira,6,10
53609,Centerville,OH,Changing,10/6/06,18:00,Sexta-feira,6,10
53610,Grand Rapids,MI,Cigar,10/6/06,17:30,Sexta-feira,6,10
53611,Texarkana,TX,Triangle,10/6/06,17:30,Sexta-feira,6,10
53612,Phoenix,AZ,Other,10/6/06,17:00,Sexta-feira,6,10
53613,Chester,NJ,Disk,10/6/06,09:00,Sexta-feira,6,10
53614,Orchard Park,NY,Light,10/6/06,02:00,Sexta-feira,6,10
53615,Columbia,MO,Flash,10/6/06,02:00,Sexta-feira,6,10
53616,St. Charles,IL,Formation,10/5/06,23:00,Quinta-Feira,5,10
53617,Sun City (west of Phoenix),AZ,Light,10/5/06,20:30,Quinta-Feira,5,10
53618,Honolulu,HI,Sphere,10/5/06,19:45,Quinta-Feira,5,10
53619,Johnson CIty,NY,Cylinder,10/5/06,10:38,Quinta-Feira,5,10
53620,Lehigh Acres,FL,Other,10/5/06,10:30,Quinta-Feira,5,10
53621,Minneapolis,MN,Other,10/4/06,22:45,Quarta-feira,4,10
53622,Plymouth,MN,Flash,10/4/06,22:36,Quarta-feira,4,10
53623,Sacramento,CA,Light,10/4/06,22:00,Quarta-feira,4,10
53624,Salem,IN,Light,10/4/06,21:10,Quarta-feira,4,10
53625,Water Valley,MS,Fireball,10/4/06,20:00,Quarta-feira,4,10
53626,San Diego,CA,Sphere,10/4/06,19:30,Quarta-feira,4,10
53627,Raven,KY,Oval,10/4/06,19:00,Quarta-feira,4,10
53628,Lancaster,CA,Disk,10/4/06,14:30,Quarta-feira,4,10
53629,New Richmond,WI,Fireball,10/4/06,10:50,Quarta-feira,4,10
53630,Lake Ridge,VA,Changing,10/4/06,03:30,Quarta-feira,4,10
53631,La Porte,IN,Light,10/4/06,02:00,Quarta-feira,4,10
53632,Omaha,NE,Flash,10/4/06,01:00,Quarta-feira,4,10
53633,Portland,OR,Circle,10/3/06,23:45,Terça-feira,3,10
53634,Orange,CA,Other,10/3/06,23:25,Terça-feira,3,10
53635,Lakewood,CA,Fireball,10/3/06,22:00,Terça-feira,3,10
53636,Ravenna,OH,Other,10/3/06,21:43,Terça-feira,3,10
53637,Dufur,OR,Disk,10/3/06,21:00,Terça-feira,3,10
53638,Miles City,MT,Oval,10/3/06,20:00,Terça-feira,3,10
53639,Bailey,CO,Sphere,10/3/06,19:00,Terça-feira,3,10
53640,Utica,NY,Cigar,10/3/06,03:40,Terça-feira,3,10
53641,Milwaukee,WI,Sphere,10/3/06,03:30,Terça-feira,3,10
53642,Braintree,MA,Light,10/3/06,03:30,Terça-feira,3,10
53643,Newburgh,IN,Sphere,10/3/06,00:15,Terça-feira,3,10
53644,Huntington Beach,CA,Changing,10/2/06,22:50,Segunda-feira,2,10
53645,Huntington Beach,CA,Light,10/2/06,22:45,Segunda-feira,2,10
53646,Joplin,MO,Light,10/2/06,20:02,Segunda-feira,2,10
53647,WIckenburg,AZ,Formation,10/2/06,19:53,Segunda-feira,2,10
53648,New York City (Brooklyn),NY,Changing,10/2/06,17:00,Segunda-feira,2,10
53649,Crozet,VA,Other,10/2/06,07:45,Segunda-feira,2,10
53650,Santa Fe/Los Alamos,NM,Light,10/2/06,03:00,Segunda-feira,2,10
53651,McKinney,TX,Fireball,10/2/06,02:00,Segunda-feira,2,10
53652,Portland,OR,Circle,10/2/06,00:45,Segunda-feira,2,10
53653,San Antonio,NM,Circle,10/1/06,23:40,Domingo,1,10
53654,Farmington,NM,Light,10/1/06,23:32,Domingo,1,10
53655,Pueblo West,CO,Light,10/1/06,23:30,Domingo,1,10
53656,Monument,CO,Other,10/1/06,23:27,Domingo,1,10
53657,Grand Junction (15-20 miles,CO,Light,10/1/06,23:20,Domingo,1,10
53658,Raton,NM,Formation,10/1/06,23:20,Domingo,1,10
53659,Raton,NM,Formation,10/1/06,23:20,Domingo,1,10
53660,Silverthorne,CO,Light,10/1/06,23:20,Domingo,1,10
53661,Cripple Creek,CO,Fireball,10/1/06,23:20,Domingo,1,10
53662,Sedalia,CO,Formation,10/1/06,23:20,Domingo,1,10
53663,Boulder (foothills of),CO,Sphere,10/1/06,23:20,Domingo,1,10
53664,Cascade,CO,Circle,10/1/06,23:17,Domingo,1,10
53665,Pueblo West,CO,Sphere,10/1/06,23:15,Domingo,1,10
53666,Denver,CO,Circle,10/1/06,23:15,Domingo,1,10
53667,Hartsel,CO,Fireball,10/1/06,23:15,Domingo,1,10
53668,Boulder,CO,Oval,10/1/06,23:15,Domingo,1,10
53669,Edwards/Vail (between),CO,Formation,10/1/06,23:15,Domingo,1,10
53670,Canon City,CO,Light,10/1/06,23:15,Domingo,1,10
53671,Cerrillos,NM,Changing,10/1/06,23:15,Domingo,1,10
53672,Santa Fe,NM,Light,10/1/06,23:15,Domingo,1,10
53673,Taos,NM,Formation,10/1/06,23:15,Domingo,1,10
53674,McCoy,CO,Light,10/1/06,23:15,Domingo,1,10
53675,Silver City,NM,Light,10/1/06,23:00,Domingo,1,10
53676,Wide Ruins,AZ,Cylinder,10/1/06,23:00,Domingo,1,10
53677,Glorieta,NM,Changing,10/1/06,23:00,Domingo,1,10
53678,Winslow,AZ,Fireball,10/1/06,22:18,Domingo,1,10
53679,Phoenix and Saguaro Lake,AZ,Light,10/1/06,22:15,Domingo,1,10
53680,Santa Fe,NM,Fireball,10/1/06,22:00,Domingo,1,10
53681,Tin Cup,CO,Changing,10/1/06,21:35,Domingo,1,10
53682,Roseville,CA,Sphere,10/1/06,21:15,Domingo,1,10
53683,Seattle,WA,Light,10/1/06,21:00,Domingo,1,10
53684,Pullman,WA,Circle,10/1/06,20:24,Domingo,1,10
53685,Orchards,WA,Fireball,10/1/06,20:19,Domingo,1,10
53686,Fall City,WA,Fireball,10/1/06,20:18,Domingo,1,10
53687,Beloit,WI,Light,10/1/06,20:00,Domingo,1,10
53688,Las Vegas,NV,Fireball,10/1/06,19:45,Domingo,1,10
53689,Monkton,MD,Oval,10/1/06,19:20,Domingo,1,10
53690,West Greenwhich,RI,Disk,10/1/06,18:30,Domingo,1,10
53691,Obrien,OR,Other,10/1/06,16:50,Domingo,1,10
53692,Thompson,MO,Cigar,10/1/06,15:05,Domingo,1,10
53693,Plainfield,IL,Oval,10/1/06,14:00,Domingo,1,10
53694,Mt. Pleasant,SC,Circle,10/1/06,14:00,Domingo,1,10
53695,New York City (Bronx),NY,Rectangle,10/1/06,12:30,Domingo,1,10
53696,Montebello,CA,Other,10/1/06,02:20,Domingo,1,10
53697,Irving,TX,Circle,10/1/06,01:30,Domingo,1,10
53698,Rio Rancho,NM,Oval,10/1/06,01:00,Domingo,1,10
53699,Jones,MI,Oval,10/1/06,01:00,Domingo,1,10
53700,Las Cruces,NM,Triangle,9/30/06,23:00,Sábado,30,9
53701,Joliet,IL,Diamond,9/30/06,22:00,Sábado,30,9
53702,Glouster,OH,Sphere,9/30/06,19:00,Sábado,30,9
53703,Holy Beach,LA,Disk,9/30/06,17:00,Sábado,30,9
53704,Anchorage,AK,Disk,9/30/06,14:30,Sábado,30,9
53705,Anchorage,AK,Disk,9/30/06,14:00,Sábado,30,9
53706,Long Beach,CA,Light,9/30/06,08:30,Sábado,30,9
53707,Chatham,VA,Triangle,9/30/06,03:00,Sábado,30,9
53708,Lihue,HI,Light,9/30/06,01:00,Sábado,30,9
53709,Topeka,KS,Triangle,9/29/06,21:00,Sexta-feira,29,9
53710,Seattle,WA,Fireball,9/29/06,19:40,Sexta-feira,29,9
53711,Yakima,WA,Other,9/29/06,08:45,Sexta-feira,29,9
53712,Houston,TX,Oval,9/29/06,05:35,Sexta-feira,29,9
53713,Spirit Lake,IA,Light,9/29/06,,Sexta-feira,29,9
53714,El Dorado,AR,Triangle,9/28/06,23:00,Quinta-Feira,28,9
53715,Henderson,NV,Other,9/28/06,20:30,Quinta-Feira,28,9
53716,Broad Brook,CT,Triangle,9/28/06,19:00,Quinta-Feira,28,9
53717,Ridley Park,PA,Rectangle,9/28/06,13:00,Quinta-Feira,28,9
53718,Ojo Caliente,NM,Sphere,9/28/06,13:00,Quinta-Feira,28,9
53719,Jemez Springs,NM,Light,9/28/06,03:16,Quinta-Feira,28,9
53720,Chicago,IL,Flash,9/28/06,03:01,Quinta-Feira,28,9
53721,Fort Worth,TX,Other,9/28/06,03:00,Quinta-Feira,28,9
53722,Shoreline,WA,Other,9/28/06,01:40,Quinta-Feira,28,9
53723,None,ME,Circle,9/27/06,20:00,Quarta-feira,27,9
53724,Baytown,TX,Sphere,9/27/06,19:00,Quarta-feira,27,9
53725,Boston,MA,Other,9/27/06,18:58,Quarta-feira,27,9
53726,Flatwoods,KY,Disk,9/27/06,18:30,Quarta-feira,27,9
53727,Woodway,TX,Cigar,9/27/06,15:00,Quarta-feira,27,9
53728,Waterville (east of),WA,Other,9/27/06,14:20,Quarta-feira,27,9
53729,Torrance,CA,Oval,9/27/06,12:46,Quarta-feira,27,9
53730,Plymouth,PA,Cigar,9/27/06,12:25,Quarta-feira,27,9
53731,Wilton,NH,Other,9/27/06,10:12,Quarta-feira,27,9
53732,Sherman Oaks,CA,Circle,9/27/06,05:00,Quarta-feira,27,9
53733,San Jacinto,CA,Triangle,9/26/06,19:30,Terça-feira,26,9
53734,China Spring,TX,Light,9/26/06,06:10,Terça-feira,26,9
53735,Flowery Branch,GA,Disk,9/26/06,03:00,Terça-feira,26,9
53736,Cornelius,OR,Triangle,9/26/06,01:40,Terça-feira,26,9
53737,Tualatin,OR,Oval,9/25/06,23:00,Segunda-feira,25,9
53738,Elgin,IL,Rectangle,9/25/06,22:15,Segunda-feira,25,9
53739,Hartford,NY,Fireball,9/25/06,22:00,Segunda-feira,25,9
53740,Casa Grande,AZ,Triangle,9/25/06,20:53,Segunda-feira,25,9
53741,Rogers,MN,Light,9/25/06,20:40,Segunda-feira,25,9
53742,Port Angeles,WA,Triangle,9/25/06,20:37,Segunda-feira,25,9
53743,Dover,NH,Triangle,9/25/06,20:20,Segunda-feira,25,9
53744,Jeanerette,LA,Light,9/25/06,06:30,Segunda-feira,25,9
53745,Zephyrhills,FL,Changing,9/24/06,20:00,Domingo,24,9
53746,Hortense,GA,Cigar,9/24/06,18:00,Domingo,24,9
53747,Yreka,CA,Light,9/24/06,04:00,Domingo,24,9
53748,Lancster,CA,Light,9/23/06,23:36,Sábado,23,9
53749,Vancleave,MS,Light,9/23/06,23:00,Sábado,23,9
53750,Palisade,MN,Light,9/23/06,22:30,Sábado,23,9
53751,Lehi,UT,Triangle,9/23/06,20:40,Sábado,23,9
53752,Louisa,KY,Light,9/23/06,19:00,Sábado,23,9
53753,West Los Angeles,CA,Light,9/23/06,14:30,Sábado,23,9
53754,Mount Shasta,CA,Light,9/23/06,00:05,Sábado,23,9
53755,Peabody,MA,Triangle,9/22/06,19:33,Sexta-feira,22,9
53756,Louisville,CO,Light,9/22/06,19:00,Sexta-feira,22,9
53757,Quail Valley,CA,Triangle,9/22/06,17:50,Sexta-feira,22,9
53758,North Attleboro,MA,Oval,9/22/06,16:00,Sexta-feira,22,9
53759,Estero,FL,Other,9/22/06,15:10,Sexta-feira,22,9
53760,Lakeland,FL,Disk,9/22/06,13:30,Sexta-feira,22,9
53761,Brick,NJ,Triangle,9/22/06,12:10,Sexta-feira,22,9
53762,New York City (Staten Island),NY,Cigar,9/22/06,04:00,Sexta-feira,22,9
53763,Madera,CA,Disk,9/22/06,03:30,Sexta-feira,22,9
53764,Amarillo,TX,Triangle,9/22/06,00:40,Sexta-feira,22,9
53765,Bay City,TX,Triangle,9/22/06,,Sexta-feira,22,9
53766,Goldendale (north of),WA,Light,9/21/06,22:43,Quinta-Feira,21,9
53767,Brighton,CO,Formation,9/21/06,21:00,Quinta-Feira,21,9
53768,Chillicothe,OH,Oval,9/21/06,21:00,Quinta-Feira,21,9
53769,San Clemente,CA,Changing,9/21/06,20:00,Quinta-Feira,21,9
53770,Boardman/Canfield,OH,Disk,9/21/06,20:00,Quinta-Feira,21,9
53771,Forked River,NJ,Cigar,9/21/06,13:00,Quinta-Feira,21,9
53772,Lake Worth,FL,Triangle,9/21/06,05:30,Quinta-Feira,21,9
53773,Darien,IL,Oval,9/21/06,00:30,Quinta-Feira,21,9
53774,La Motte,IA,Flash,9/20/06,23:04,Quarta-feira,20,9
53775,Pearl River,LA,Other,9/20/06,22:30,Quarta-feira,20,9
53776,Westmont,IL,Light,9/20/06,22:00,Quarta-feira,20,9
53777,Warner Robins,GA,Light,9/20/06,21:28,Quarta-feira,20,9
53778,Bangor,ME,Light,9/20/06,19:30,Quarta-feira,20,9
53779,Hastings,FL,Light,9/20/06,19:00,Quarta-feira,20,9
53780,Naples,FL,Triangle,9/20/06,05:30,Quarta-feira,20,9
53781,Houston,TX,Sphere,9/20/06,01:45,Quarta-feira,20,9
53782,Dacula,GA,Circle,9/20/06,00:00,Quarta-feira,20,9
53783,White City,OR,Cigar,9/20/06,,Quarta-feira,20,9
53784,Conroe,TX,Light,9/19/06,20:30,Terça-feira,19,9
53785,Bartlett,TN,Sphere,9/19/06,05:40,Terça-feira,19,9
53786,Henning,IL,Sphere,9/19/06,00:15,Terça-feira,19,9
53787,Trumansburg,NY,Circle,9/18/06,23:00,Segunda-feira,18,9
53788,Waukegan/Gurnee,IL,Light,9/18/06,21:30,Segunda-feira,18,9
53789,Jackson (near; I-94),MI,Other,9/18/06,21:00,Segunda-feira,18,9
53790,Prospect,OR,Sphere,9/18/06,18:02,Segunda-feira,18,9
53791,San Francisco,CA,Light,9/18/06,02:07,Segunda-feira,18,9
53792,Little River,SC,Light,9/18/06,02:00,Segunda-feira,18,9
53793,Pahrump,NV,Light,9/17/06,23:47,Domingo,17,9
53794,Gainesville,GA,Light,9/17/06,21:00,Domingo,17,9
53795,San Diego,CA,Sphere,9/17/06,20:00,Domingo,17,9
53796,Chula Vista,CA,Other,9/17/06,20:00,Domingo,17,9
53797,San Francisco,CA,Light,9/17/06,17:00,Domingo,17,9
53798,Havre De Grace,MD,Disk,9/17/06,11:00,Domingo,17,9
53799,St. Michaels,MD,Cylinder,9/17/06,05:30,Domingo,17,9
53800,Oakland,CA,Disk,9/16/06,23:30,Sábado,16,9
53801,Everson,WA,Light,9/16/06,21:10,Sábado,16,9
53802,Orchard Park,NY,Other,9/16/06,21:00,Sábado,16,9
53803,Tinley Park area (west of),IL,Light,9/16/06,19:00,Sábado,16,9
53804,Cannon Beach,OR,Sphere,9/16/06,13:30,Sábado,16,9
53805,Los Alamos,CA,Changing,9/16/06,13:00,Sábado,16,9
53806,Philadelphia,PA,Other,9/16/06,12:45,Sábado,16,9
53807,Monterey,CA,Rectangle,9/16/06,11:30,Sábado,16,9
53808,Napa,CA,Fireball,9/16/06,09:00,Sábado,16,9
53809,Meadville???,PA,Sphere,9/16/06,04:45,Sábado,16,9
53810,Liberty,KY,Changing,9/16/06,01:00,Sábado,16,9
53811,Moreno Valley,CA,Circle,9/16/06,00:00,Sábado,16,9
53812,Centerport,NY,Light,9/15/06,23:00,Sexta-feira,15,9
53813,Archer City,TX,Triangle,9/15/06,22:30,Sexta-feira,15,9
53814,Davis,CA,Light,9/15/06,22:00,Sexta-feira,15,9
53815,Blackstone,VA,Circle,9/15/06,22:00,Sexta-feira,15,9
53816,Clearwater,FL,Other,9/15/06,21:00,Sexta-feira,15,9
53817,Owensboro,KY,Light,9/15/06,21:00,Sexta-feira,15,9
53818,Lake Havasu City,AZ,Rectangle,9/15/06,21:00,Sexta-feira,15,9
53819,Caribou,ME,Sphere,9/15/06,18:30,Sexta-feira,15,9
53820,Mt. Comfort,IN,Disk,9/15/06,13:30,Sexta-feira,15,9
53821,Detroit,MI,Sphere,9/15/06,11:00,Sexta-feira,15,9
53822,Youngstown,OH,Fireball,9/15/06,01:00,Sexta-feira,15,9
53823,Santa Maria,TX,Circle,9/15/06,01:00,Sexta-feira,15,9
53824,Marathon,FL,Cigar,9/15/06,00:30,Sexta-feira,15,9
53825,Chattanooga,TN,Oval,9/15/06,00:23,Sexta-feira,15,9
53826,South Hill,VA,Circle,9/14/06,20:30,Quinta-Feira,14,9
53827,Phoenix,AZ,Light,9/14/06,20:15,Quinta-Feira,14,9
53828,Knoxville,TN,Other,9/14/06,19:00,Quinta-Feira,14,9
53829,Garland,TX,Light,9/13/06,23:50,Quarta-feira,13,9
53830,Lumberton,TX,Sphere,9/13/06,21:00,Quarta-feira,13,9
53831,Redlands,CA,Triangle,9/13/06,21:00,Quarta-feira,13,9
53832,Melrose,NM,Circle,9/13/06,20:45,Quarta-feira,13,9
53833,Windsor,CO,Cigar,9/13/06,20:45,Quarta-feira,13,9
53834,Boerne,TX,Disk,9/13/06,15:45,Quarta-feira,13,9
53835,Escondido,CA,Triangle,9/13/06,15:05,Quarta-feira,13,9
53836,Waterbury,CT,Light,9/12/06,22:00,Terça-feira,12,9
53837,Hampden,ME,Triangle,9/12/06,18:45,Terça-feira,12,9
53838,Hinkley,IL,Triangle,9/12/06,16:15,Terça-feira,12,9
53839,Mojave Desert,NV,Sphere,9/12/06,15:30,Terça-feira,12,9
53840,Raynham,MA,Disk,9/12/06,14:00,Terça-feira,12,9
53841,Landers,CA,Circle,9/12/06,06:45,Terça-feira,12,9
53842,Enid,OK,Triangle,9/12/06,01:00,Terça-feira,12,9
53843,New York City,NY,Fireball,9/11/06,23:00,Segunda-feira,11,9
53844,Newtown Square,PA,Fireball,9/11/06,22:55,Segunda-feira,11,9
53845,Boise,ID,Rectangle,9/11/06,22:06,Segunda-feira,11,9
53846,Johnson City,TN,Cigar,9/11/06,22:05,Segunda-feira,11,9
53847,Nodaway County (SW IA/NW MO),MO,Fireball,9/11/06,22:00,Segunda-feira,11,9
53848,Houston,TX,Triangle,9/11/06,22:00,Segunda-feira,11,9
53849,Sanford/Midland,MI,Triangle,9/11/06,21:00,Segunda-feira,11,9
53850,Voorhees,NJ,Fireball,9/11/06,20:00,Segunda-feira,11,9
53851,"Washington, D.C.",DC,Diamond,9/11/06,01:00,Segunda-feira,11,9
53852,Lake Elsinore,CA,Fireball,9/11/06,00:30,Segunda-feira,11,9
53853,Livermore,CA,Fireball,9/10/06,23:57,Domingo,10,9
53854,Surf City,NC,Other,9/10/06,22:00,Domingo,10,9
53855,Lake Elsinore,CA,Sphere,9/10/06,21:00,Domingo,10,9
53856,Claremont,CA,Oval,9/10/06,21:00,Domingo,10,9
53857,Farmington,MN,Fireball,9/9/06,22:00,Sábado,9,9
53858,Cupertino,CA,Cylinder,9/9/06,18:30,Sábado,9,9
53859,Sturgis,MI,Light,9/9/06,02:00,Sábado,9,9
53860,Godfrey,IL,Light,9/8/06,20:20,Sexta-feira,8,9
53861,Berwick,ME,Oval,9/8/06,20:00,Sexta-feira,8,9
53862,Allentown,PA,Light,9/8/06,19:50,Sexta-feira,8,9
53863,Spokane,WA,Changing,9/8/06,19:15,Sexta-feira,8,9
53864,Hampton,NH,Light,9/8/06,19:00,Sexta-feira,8,9
53865,Orchard Park,NY,Other,9/8/06,01:00,Sexta-feira,8,9
53866,Lewis Center,OH,Cigar,9/7/06,22:00,Quinta-Feira,7,9
53867,Lewis Center,OH,Cigar,9/7/06,22:00,Quinta-Feira,7,9
53868,Lake Havasu City,AZ,Light,9/7/06,21:00,Quinta-Feira,7,9
53869,Rio Rico,AZ,Fireball,9/7/06,20:45,Quinta-Feira,7,9
53870,Maui,HI,Light,9/7/06,20:45,Quinta-Feira,7,9
53871,Vancouver,WA,Light,9/7/06,20:00,Quinta-Feira,7,9
53872,Levittown,NY,Cylinder,9/7/06,20:00,Quinta-Feira,7,9
53873,Harbor City,CA,Cylinder,9/7/06,18:20,Quinta-Feira,7,9
53874,Hudsonville,MI,Diamond,9/7/06,12:00,Quinta-Feira,7,9
53875,Lewis Center,OH,Oval,9/7/06,08:50,Quinta-Feira,7,9
53876,Pawtucket,RI,Sphere,9/7/06,01:30,Quinta-Feira,7,9
53877,Greensburg,IN,Oval,9/6/06,23:19,Quarta-feira,6,9
53878,Salem,IL,Triangle,9/6/06,20:04,Quarta-feira,6,9
53879,Bradenton,FL,Sphere,9/6/06,18:15,Quarta-feira,6,9
53880,West Dundee,IL,Fireball,9/6/06,16:00,Quarta-feira,6,9
53881,Oakley,CA,Other,9/6/06,12:30,Quarta-feira,6,9
53882,Reggae on the River,CA,Light,9/6/06,03:30,Quarta-feira,6,9
53883,Simsbury,CT,Sphere,9/6/06,00:00,Quarta-feira,6,9
53884,San Jose,CA,Light,9/5/06,21:58,Terça-feira,5,9
53885,Ontario,CA,Light,9/5/06,21:30,Terça-feira,5,9
53886,Clarksville (Fort Campbell),KY,Triangle,9/5/06,21:00,Terça-feira,5,9
53887,El Cajon,CA,Formation,9/5/06,21:00,Terça-feira,5,9
53888,Fairborn,OH,Triangle,9/5/06,21:00,Terça-feira,5,9
53889,Gila Bend,AZ,Fireball,9/5/06,21:00,Terça-feira,5,9
53890,Mar Vista (West Los Angeles),CA,Light,9/5/06,19:35,Terça-feira,5,9
53891,Livingston,TN,Light,9/5/06,17:00,Terça-feira,5,9
53892,Firestone/Frederick,CO,Flash,9/5/06,05:25,Terça-feira,5,9
53893,Silver Spring,MD,Light,9/4/06,23:58,Segunda-feira,4,9
53894,Omaha,NE,Light,9/4/06,21:30,Segunda-feira,4,9
