,cidade,estado,formato,data,hora,dia_semana,dia,mes
27759,Omaha,NE,Other,11/3/12,20:03,Sábado,3,11
27760,Mount Pleasant,SC,Circle,11/3/12,20:00,Sábado,3,11
27761,Kenosha,WI,Light,11/3/12,20:00,Sábado,3,11
27762,Elk Grove,CA,Sphere,11/3/12,20:00,Sábado,3,11
27763,Cedar Rapids,IA,Oval,11/3/12,20:00,Sábado,3,11
27764,Eureka,CA,Rectangle,11/3/12,19:50,Sábado,3,11
27765,Studio City,CA,Disk,11/3/12,19:50,Sábado,3,11
27766,Strasburg,VA,Flash,11/3/12,19:45,Sábado,3,11
27767,Longwood,FL,Sphere,11/3/12,19:45,Sábado,3,11
27768,Lake Odessa,MI,Changing,11/3/12,19:00,Sábado,3,11
27769,Neosho,MO,Rectangle,11/3/12,19:00,Sábado,3,11
27770,Goldendale,WA,Fireball,11/3/12,18:45,Sábado,3,11
27771,Hood River,OR,Other,11/3/12,18:29,Sábado,3,11
27772,Buena Park,CA,Fireball,11/3/12,17:30,Sábado,3,11
27773,Denton,TX,Disk,11/3/12,15:00,Sábado,3,11
27774,Corpus Christi,TX,Cigar,11/3/12,08:30,Sábado,3,11
27775,Omaha,NE,Light,11/3/12,08:03,Sábado,3,11
27776,Burbank,CA,Light,11/3/12,05:00,Sábado,3,11
27777,Knoxville,TN,Circle,11/3/12,03:35,Sábado,3,11
27778,Danbury,CT,Fireball,11/3/12,03:30,Sábado,3,11
27779,Silver Run (Westminster),MD,Sphere,11/3/12,00:45,Sábado,3,11
27780,Tunica,MS,Oval,11/3/12,00:00,Sábado,3,11
27781,Albuquerque,NM,Sphere,11/3/12,00:00,Sábado,3,11
27782,Albuquerque,NM,Disk,11/3/12,00:00,Sábado,3,11
27783,Marina Del Rey,CA,Fireball,11/2/12,23:58,Sexta-feira,2,11
27784,Lewiston,ME,Light,11/2/12,23:15,Sexta-feira,2,11
27785,Loveland,OH,Circle,11/2/12,23:00,Sexta-feira,2,11
27786,North Liberty,IA,Light,11/2/12,23:00,Sexta-feira,2,11
27787,Soldotna,AK,Flash,11/2/12,22:30,Sexta-feira,2,11
27788,Homer,AK,Flash,11/2/12,22:00,Sexta-feira,2,11
27789,Litchfield Beach,SC,Fireball,11/2/12,22:00,Sexta-feira,2,11
27790,Burnsville,NC,Circle,11/2/12,22:00,Sexta-feira,2,11
27791,Liberty,ME,Light,11/2/12,21:30,Sexta-feira,2,11
27792,Logan,UT,Circle,11/2/12,21:18,Sexta-feira,2,11
27793,Plymouth,WI,Fireball,11/2/12,21:15,Sexta-feira,2,11
27794,Estherville,IA,Triangle,11/2/12,21:00,Sexta-feira,2,11
27795,Coral Springs,FL,Light,11/2/12,19:00,Sexta-feira,2,11
27796,Phoenix,AZ,Formation,11/2/12,18:30,Sexta-feira,2,11
27797,Hollywest,FL,Fireball,11/2/12,08:00,Sexta-feira,2,11
27798,Berne,IN,Light,11/2/12,05:30,Sexta-feira,2,11
27799,Anthem,AZ,Light,11/2/12,01:00,Sexta-feira,2,11
27800,Phoenix,AZ,Triangle,11/2/12,00:00,Sexta-feira,2,11
27801,St. Simons Island,GA,Fireball,11/1/12,23:30,Quinta-Feira,1,11
27802,Oneonta,AL,Triangle,11/1/12,21:00,Quinta-Feira,1,11
27803,Tacoma,WA,Triangle,11/1/12,20:50,Quinta-Feira,1,11
27804,Seattle,WA,Light,11/1/12,20:45,Quinta-Feira,1,11
27805,Apple Valley,MN,Circle,11/1/12,20:20,Quinta-Feira,1,11
27806,Omaha,NE,Rectangle,11/1/12,20:15,Quinta-Feira,1,11
27807,Waterville,ME,Circle,11/1/12,20:00,Quinta-Feira,1,11
27808,Joliet,IL,Formation,11/1/12,20:00,Quinta-Feira,1,11
27809,Waterville,ME,Light,11/1/12,19:35,Quinta-Feira,1,11
27810,Waterville,ME,Light,11/1/12,19:20,Quinta-Feira,1,11
27811,Oklahoma City,OK,Circle,11/1/12,19:15,Quinta-Feira,1,11
27812,Parsons,KS,Light,11/1/12,19:07,Quinta-Feira,1,11
27813,Coventry,RI,Light,11/1/12,19:00,Quinta-Feira,1,11
27814,Loretto,NE,Disk,11/1/12,09:40,Quinta-Feira,1,11
27815,Lewes,DE,Triangle,11/1/12,05:56,Quinta-Feira,1,11
27816,Merced,CA,Light,11/1/12,00:00,Quinta-Feira,1,11
27817,Piperton/Rossville,TN,Triangle,10/31/12,23:00,Quarta-feira,31,10
27818,Sacramento,CA,Sphere,10/31/12,22:25,Quarta-feira,31,10
27819,Winchester,VA,Oval,10/31/12,22:15,Quarta-feira,31,10
27820,Statesville,NC,Circle,10/31/12,22:13,Quarta-feira,31,10
27821,Las Vegas,NV,Formation,10/31/12,20:40,Quarta-feira,31,10
27822,Anchorage,AK,Light,10/31/12,20:36,Quarta-feira,31,10
27823,Pinehurst,TX,Light,10/31/12,20:15,Quarta-feira,31,10
27824,Carpentersville,IL,Circle,10/31/12,20:00,Quarta-feira,31,10
27825,Little Rock,AR,Triangle,10/31/12,19:50,Quarta-feira,31,10
27826,Commerce City,CO,Fireball,10/31/12,19:42,Quarta-feira,31,10
27827,The Woodlands,TX,Light,10/31/12,19:30,Quarta-feira,31,10
27828,Annapolis,MD,Triangle,10/31/12,19:20,Quarta-feira,31,10
27829,Tomball,TX,Light,10/31/12,19:11,Quarta-feira,31,10
27830,Lakebay,WA,Cigar,10/31/12,19:10,Quarta-feira,31,10
27831,Howell,NJ,Changing,10/31/12,17:24,Quarta-feira,31,10
27832,La Pine,OR,Cylinder,10/31/12,10:00,Quarta-feira,31,10
27833,Campbellsville,KY,Oval,10/31/12,02:15,Quarta-feira,31,10
27834,Midlothian,TX,Triangle,10/30/12,23:30,Terça-feira,30,10
27835,Myrtle Beach,SC,Light,10/30/12,23:00,Terça-feira,30,10
27836,Atwood,KS,Light,10/30/12,22:45,Terça-feira,30,10
27837,Huber Heights,OH,Light,10/30/12,22:00,Terça-feira,30,10
27838,Marana,AZ,Changing,10/30/12,20:30,Terça-feira,30,10
27839,La Mesa,CA,Light,10/30/12,19:00,Terça-feira,30,10
27840,Franklin,TN,Circle,10/30/12,17:45,Terça-feira,30,10
27841,Cullman,AL,Circle,10/30/12,15:00,Terça-feira,30,10
27842,Brunswick,OH,Light,10/30/12,12:00,Terça-feira,30,10
27843,Nashville,TN,Fireball,10/30/12,06:15,Terça-feira,30,10
27844,Nashville,TN,Circle,10/30/12,06:10,Terça-feira,30,10
27845,Burlington,IA,Circle,10/30/12,00:00,Terça-feira,30,10
27846,Omaha,NE,Other,10/29/12,23:00,Segunda-feira,29,10
27847,Goose Creek/Hanahan,SC,Fireball,10/29/12,23:00,Segunda-feira,29,10
27848,Flint,MI,Light,10/29/12,22:00,Segunda-feira,29,10
27849,Yuma,AZ,Rectangle,10/29/12,21:00,Segunda-feira,29,10
27850,Lee's Summit,MO,Circle,10/29/12,20:25,Segunda-feira,29,10
27851,Roseville,CA,Other,10/29/12,20:00,Segunda-feira,29,10
27852,Exeter,CA,Formation,10/29/12,20:00,Segunda-feira,29,10
27853,Omaha,NE,Rectangle,10/29/12,19:45,Segunda-feira,29,10
27854,Venice,CA,Triangle,10/29/12,19:41,Segunda-feira,29,10
27855,Highridge,MO,Disk,10/29/12,19:00,Segunda-feira,29,10
27856,Weston,CT,Formation,10/29/12,16:58,Segunda-feira,29,10
27857,Silver Lake,OR,Other,10/29/12,11:30,Segunda-feira,29,10
27858,Las Vegas,NV,Light,10/29/12,10:55,Segunda-feira,29,10
27859,Burbank/Glendale border,CA,Triangle,10/29/12,07:35,Segunda-feira,29,10
27860,St. Charles,MO,Light,10/29/12,06:10,Segunda-feira,29,10
27861,College Station,TX,Triangle,10/29/12,01:40,Segunda-feira,29,10
27862,Lee's Summit,MO,Changing,10/28/12,21:15,Domingo,28,10
27863,Chandler,AZ,Fireball,10/28/12,19:30,Domingo,28,10
27864,Las Cruces,NM,Fireball,10/28/12,18:45,Domingo,28,10
27865,Houston,TX,Fireball,10/28/12,16:40,Domingo,28,10
27866,Bourbonnais,IL,Circle,10/28/12,16:00,Domingo,28,10
27867,Lone Pine,CA,Other,10/28/12,13:33,Domingo,28,10
27868,Beverly Hills,CA,Light,10/28/12,10:00,Domingo,28,10
27869,Carmel,CA,Oval,10/28/12,09:40,Domingo,28,10
27870,Arlington,TX,Triangle,10/27/12,23:15,Sábado,27,10
27871,Springfield,MA,Flash,10/27/12,23:00,Sábado,27,10
27872,Englewood,OH,Circle,10/27/12,22:05,Sábado,27,10
27873,Milwaukee,WI,Cigar,10/27/12,22:00,Sábado,27,10
27874,Nashville,TN,Other,10/27/12,22:00,Sábado,27,10
27875,New York City (Bronx),NY,Fireball,10/27/12,21:35,Sábado,27,10
27876,Springfield,OH,Circle,10/27/12,21:30,Sábado,27,10
27877,Toledo,OH,Sphere,10/27/12,21:15,Sábado,27,10
27878,Franklin,OH,Circle,10/27/12,21:05,Sábado,27,10
27879,Springfield,OH,Light,10/27/12,21:00,Sábado,27,10
27880,Vacaville,CA,Other,10/27/12,21:00,Sábado,27,10
27881,Whiting,ME,Circle,10/27/12,21:00,Sábado,27,10
27882,Wading River,NY,Fireball,10/27/12,20:40,Sábado,27,10
27883,El Jebel,CO,Fireball,10/27/12,20:15,Sábado,27,10
27884,Ventura,CA,Light,10/27/12,20:00,Sábado,27,10
27885,Wheaton,IL,Sphere,10/27/12,19:15,Sábado,27,10
27886,Murfreesboro,TN,Light,10/27/12,18:59,Sábado,27,10
27887,Murfreesboro,TN,Cylinder,10/27/12,18:50,Sábado,27,10
27888,Chicago (1/2 Hour out of),IL,Light,10/27/12,17:30,Sábado,27,10
27889,Bradenton,FL,Fireball,10/27/12,15:00,Sábado,27,10
27890,Harrisburg,PA,Fireball,10/27/12,11:30,Sábado,27,10
27891,Anchorage,AK,Triangle,10/27/12,06:00,Sábado,27,10
27892,Eagle River,AK,Light,10/26/12,23:10,Sexta-feira,26,10
27893,Hartland,WI,Oval,10/26/12,20:00,Sexta-feira,26,10
27894,Woolwich,ME,Circle,10/26/12,20:00,Sexta-feira,26,10
27895,Northfield Falls,VT,Sphere,10/26/12,19:00,Sexta-feira,26,10
27896,Endfield,ME,Fireball,10/26/12,18:00,Sexta-feira,26,10
27897,Mystic,CT,Triangle,10/26/12,17:35,Sexta-feira,26,10
27898,Las Vegas,NV,Sphere,10/26/12,17:00,Sexta-feira,26,10
27899,Russell,PA,Disk,10/26/12,12:41,Sexta-feira,26,10
27900,Cheshire,CT,Other,10/26/12,10:01,Sexta-feira,26,10
27901,Napa,CA,Circle,10/26/12,06:10,Sexta-feira,26,10
27902,Maui (Peahi/Jaws),HI,Circle,10/26/12,04:00,Sexta-feira,26,10
27903,Tanacross,AK,Light,10/26/12,00:00,Sexta-feira,26,10
27904,El Segundo,CA,Light,10/26/12,00:00,Sexta-feira,26,10
27905,Sacramento,CA,Disk,10/25/12,23:00,Quinta-Feira,25,10
27906,North Pole,AK,Light,10/25/12,23:00,Quinta-Feira,25,10
27907,Yakima,WA,Light,10/25/12,21:00,Quinta-Feira,25,10
27908,Kings Park,NY,Triangle,10/25/12,20:30,Quinta-Feira,25,10
27909,North Augusta,SC,Circle,10/25/12,19:50,Quinta-Feira,25,10
27910,Cape San Blas,FL,Fireball,10/25/12,19:45,Quinta-Feira,25,10
27911,St. Louis (west),MO,Disk,10/25/12,16:30,Quinta-Feira,25,10
27912,Riverside,CA,Formation,10/25/12,11:00,Quinta-Feira,25,10
27913,Cumming,GA,Cigar,10/25/12,09:35,Quinta-Feira,25,10
27914,East Fishkill,NY,Light,10/25/12,09:30,Quinta-Feira,25,10
27915,Lexington,SC,Changing,10/24/12,00:00,Quarta-feira,24,10
27916,Jenks,OK,Circle,10/24/12,22:30,Quarta-feira,24,10
27917,Inman,SC,Disk,10/24/12,22:00,Quarta-feira,24,10
27918,Little River,SC,Light,10/24/12,22:00,Quarta-feira,24,10
27919,Brownwood,TX,Light,10/24/12,21:30,Quarta-feira,24,10
27920,Toledo,OH,Circle,10/24/12,21:16,Quarta-feira,24,10
27921,Villa Hills,KY,Flash,10/24/12,21:00,Quarta-feira,24,10
27922,Lampasas,TX,Light,10/24/12,21:00,Quarta-feira,24,10
27923,Myrtle Beach,SC,Circle,10/24/12,20:45,Quarta-feira,24,10
27924,Cherry Grove Beach,SC,Oval,10/24/12,20:30,Quarta-feira,24,10
27925,Ocean Isle,NC,Light,10/24/12,20:30,Quarta-feira,24,10
27926,San Saban/Lampasas (In between),TX,Formation,10/24/12,20:30,Quarta-feira,24,10
27927,Myrtle Beach,SC,Light,10/24/12,20:30,Quarta-feira,24,10
27928,Sunset Beach,NC,Other,10/24/12,20:00,Quarta-feira,24,10
27929,Myrtle Beach,SC,Circle,10/24/12,20:00,Quarta-feira,24,10
27930,Ocean Isle Beach,NC,Circle,10/24/12,20:00,Quarta-feira,24,10
27931,Myrtle Beach,SC,Fireball,10/24/12,20:00,Quarta-feira,24,10
27932,Cape San Blas,FL,Fireball,10/24/12,19:45,Quarta-feira,24,10
27933,Pittsburgh,PA,Fireball,10/24/12,19:40,Quarta-feira,24,10
27934,Lexington,SC,Disk,10/24/12,18:42,Quarta-feira,24,10
27935,Ocean City,NJ,Light,10/24/12,18:23,Quarta-feira,24,10
27936,Mt. Vernon,WA,Other,10/24/12,17:00,Quarta-feira,24,10
27937,Richmond,VA,Circle,10/24/12,16:14,Quarta-feira,24,10
27938,South San Diego,CA,Other,10/24/12,10:30,Quarta-feira,24,10
27939,Santa Rosa Indian Reservation,CA,Sphere,10/24/12,10:00,Quarta-feira,24,10
27940,Tucson,AZ,Changing,10/24/12,09:30,Quarta-feira,24,10
27941,Little River,SC,Changing,10/24/12,08:45,Quarta-feira,24,10
27942,West Valley City,UT,Changing,10/24/12,07:45,Quarta-feira,24,10
27943,Blue Island,IL,Fireball,10/24/12,07:00,Quarta-feira,24,10
27944,Limon (near),CO,Light,10/24/12,04:50,Quarta-feira,24,10
27945,Arlington Heights,IL,Fireball,10/24/12,00:30,Quarta-feira,24,10
27946,Melbourne Beach,FL,Flash,10/24/12,00:00,Quarta-feira,24,10
27947,Orrington,ME,Sphere,10/23/12,23:00,Terça-feira,23,10
27948,Charleston,SC,Sphere,10/23/12,21:00,Terça-feira,23,10
27949,Wartrace,TN,Circle,10/23/12,21:00,Terça-feira,23,10
27950,Hammond,IN,Light,10/23/12,21:00,Terça-feira,23,10
27951,Dorchester,MA,Circle,10/23/12,20:00,Terça-feira,23,10
27952,MillHeim,PA,Light,10/23/12,20:00,Terça-feira,23,10
27953,McArthur,OH,Sphere,10/23/12,20:00,Terça-feira,23,10
27954,North Myrtle Beach,SC,Sphere,10/23/12,20:00,Terça-feira,23,10
27955,Myrtle Beach,SC,Changing,10/23/12,20:00,Terça-feira,23,10
27956,Huntington beach,SC,Light,10/23/12,20:00,Terça-feira,23,10
27957,Southampton,NJ,Formation,10/23/12,19:50,Terça-feira,23,10
27958,Murrells Inlet,SC,Fireball,10/23/12,19:45,Terça-feira,23,10
27959,Surfside Beach,SC,Sphere,10/23/12,19:30,Terça-feira,23,10
27960,Norton,MA,Light,10/23/12,19:15,Terça-feira,23,10
27961,Santa Fe,NM,Light,10/23/12,18:45,Terça-feira,23,10
27962,Myrtle Beach,SC,Light,10/23/12,18:30,Terça-feira,23,10
27963,Las Vegas,NV,Other,10/23/12,14:30,Terça-feira,23,10
27964,Fishers,IN,Light,10/23/12,08:30,Terça-feira,23,10
27965,Myrtle Beach,SC,Formation,10/23/12,07:15,Terça-feira,23,10
27966,Virginia Beach,VA,Circle,10/23/12,02:00,Terça-feira,23,10
27967,Seminole,FL,Oval,10/23/12,01:30,Terça-feira,23,10
27968,Salisbury,NC,Changing,10/22/12,22:00,Segunda-feira,22,10
27969,Morristown,TN,Light,10/22/12,22:00,Segunda-feira,22,10
27970,Alexandria,VA,Light,10/22/12,20:07,Segunda-feira,22,10
27971,North Myrtle Beach,SC,Light,10/22/12,20:00,Segunda-feira,22,10
27972,Milford,DE,Formation,10/22/12,19:45,Segunda-feira,22,10
27973,Charlottesville,VA,Circle,10/22/12,18:30,Segunda-feira,22,10
27974,Wellsville,NY,Fireball,10/22/12,18:20,Segunda-feira,22,10
27975,Woburn,MA,Disk,10/22/12,18:15,Segunda-feira,22,10
27976,Batavia,OH,Sphere,10/22/12,17:30,Segunda-feira,22,10
27977,Spokane,WA,Light,10/22/12,16:00,Segunda-feira,22,10
27978,Jacksonville Beach,FL,Changing,10/22/12,14:30,Segunda-feira,22,10
27979,Las Vegas,NV,Light,10/22/12,09:17,Segunda-feira,22,10
27980,Decatur,GA,Circle,10/22/12,07:11,Segunda-feira,22,10
27981,Santa Ana,CA,Fireball,10/22/12,07:00,Segunda-feira,22,10
27982,Bourne,MA,Circle,10/22/12,05:45,Segunda-feira,22,10
27983,Moseley,VA,Other,10/22/12,01:00,Segunda-feira,22,10
27984,Cincinnati,OH,Circle,10/22/12,00:05,Segunda-feira,22,10
27985,Cleveland,OH,Disk,10/21/12,23:30,Domingo,21,10
27986,Surprise,AZ,Triangle,10/21/12,23:10,Domingo,21,10
27987,Tyson's Corner,VA,Circle,10/21/12,22:30,Domingo,21,10
27988,Daly City,CA,Oval,10/21/12,22:21,Domingo,21,10
27989,Atlanta,GA,Oval,10/21/12,22:00,Domingo,21,10
27990,Seguin (near),TX,Flash,10/21/12,22:00,Domingo,21,10
27991,Brazil,IN,Circle,10/21/12,21:38,Domingo,21,10
27992,State College,PA,Circle,10/21/12,21:15,Domingo,21,10
27993,Palm Bay,FL,Circle,10/21/12,19:23,Domingo,21,10
27994,Milford,CT,Circle,10/21/12,19:06,Domingo,21,10
27995,Anchorage,AK,Cylinder,10/21/12,18:30,Domingo,21,10
27996,Stanton,MI,Cigar,10/21/12,15:15,Domingo,21,10
27997,Lawrenceville,GA,Changing,10/21/12,14:40,Domingo,21,10
27998,Wyoming,MI,Triangle,10/21/12,07:25,Domingo,21,10
27999,Turner,ME,Sphere,10/21/12,05:30,Domingo,21,10
28000,Sarasota,FL,Cylinder,10/21/12,03:40,Domingo,21,10
28001,Lafayette,LA,Formation,10/21/12,03:33,Domingo,21,10
28002,New Bern,NC,Triangle,10/21/12,03:00,Domingo,21,10
28003,Decatur,AL,Light,10/21/12,02:00,Domingo,21,10
28004,North Las Vegas,NV,Light,10/21/12,02:00,Domingo,21,10
28005,Paradise Valley,AZ,Triangle,10/21/12,01:30,Domingo,21,10
28006,Morris,IL,Formation,10/21/12,00:05,Domingo,21,10
28007,Anchorage,AK,Light,10/20/12,23:00,Sábado,20,10
28008,Lexington,SC,Light,10/20/12,22:45,Sábado,20,10
28009,Glendale,AZ,Light,10/20/12,22:30,Sábado,20,10
28010,Cumberland,MD,Light,10/20/12,22:30,Sábado,20,10
28011,South Jordan,UT,Circle,10/20/12,22:20,Sábado,20,10
28012,Bethany Beach,DE,Sphere,10/20/12,22:15,Sábado,20,10
28013,Gilbert,AZ,Light,10/20/12,21:15,Sábado,20,10
28014,Gilbert,AZ,Light,10/20/12,20:30,Sábado,20,10
28015,Jackson,WI,Fireball,10/20/12,20:30,Sábado,20,10
28016,Sierra Vista,AZ,Triangle,10/20/12,20:07,Sábado,20,10
28017,Kingsport,TN,Light,10/20/12,20:00,Sábado,20,10
28018,Eau Claire,WI,Fireball,10/20/12,19:45,Sábado,20,10
28019,Bunn,NC,Fireball,10/20/12,19:30,Sábado,20,10
28020,El Paso,TX,Fireball,10/20/12,19:20,Sábado,20,10
28021,Delhi,NY,Light,10/20/12,19:15,Sábado,20,10
28022,Severn,MD,Circle,10/20/12,19:00,Sábado,20,10
28023,Jackson,WI,Light,10/20/12,19:00,Sábado,20,10
28024,Hampton,NH,Fireball,10/20/12,18:40,Sábado,20,10
28025,Ft. Meade,MD,Formation,10/20/12,18:30,Sábado,20,10
28026,Cranberry Twp.,PA,Light,10/20/12,18:00,Sábado,20,10
28027,New York City (Brooklyn),NY,Sphere,10/20/12,17:30,Sábado,20,10
28028,Brecksville (near),OH,Light,10/20/12,11:30,Sábado,20,10
28029,Princeton,MN,Circle,10/20/12,06:05,Sábado,20,10
28030,Hermiston,OR,Cylinder,10/20/12,06:00,Sábado,20,10
28031,Hermiston,OR,Fireball,10/20/12,06:00,Sábado,20,10
28032,Apple Valley,CA,Circle,10/20/12,00:00,Sábado,20,10
28033,Faison,NC,Oval,10/19/12,23:59,Sexta-feira,19,10
28034,Glendale,CA,Circle,10/19/12,23:58,Sexta-feira,19,10
28035,Scottsdale,AZ,Light,10/19/12,23:25,Sexta-feira,19,10
28036,Scorrsdale,AZ,Light,10/19/12,23:05,Sexta-feira,19,10
28037,Seaside Park,NJ,Circle,10/19/12,23:00,Sexta-feira,19,10
28038,Hollywood,FL,Circle,10/19/12,23:00,Sexta-feira,19,10
28039,Nashville,TN,Fireball,10/19/12,22:00,Sexta-feira,19,10
28040,Oklahoma City/Edmond,OK,Triangle,10/19/12,21:40,Sexta-feira,19,10
28041,Lakewood Ranch,FL,Light,10/19/12,21:00,Sexta-feira,19,10
28042,Dallas,TX,Other,10/19/12,21:00,Sexta-feira,19,10
28043,Katy,TX,Triangle,10/19/12,20:35,Sexta-feira,19,10
28044,Burns,TN,Fireball,10/19/12,20:30,Sexta-feira,19,10
28045,Lockport,IL,Oval,10/19/12,19:28,Sexta-feira,19,10
28046,Butler,MD,Light,10/19/12,19:15,Sexta-feira,19,10
28047,Santa Barbara,CA,Fireball,10/19/12,19:15,Sexta-feira,19,10
28048,North Port,FL,Other,10/19/12,19:00,Sexta-feira,19,10
28049,Severn,MD,Other,10/19/12,18:00,Sexta-feira,19,10
28050,Tacoma,WA,Oval,10/19/12,09:03,Sexta-feira,19,10
28051,Everett,WA,Circle,10/19/12,05:00,Sexta-feira,19,10
28052,Unity,ME,Circle,10/19/12,02:00,Sexta-feira,19,10
28053,Springfield,MA,Oval,10/18/12,23:45,Quinta-Feira,18,10
28054,Tampa,FL,Diamond,10/18/12,23:40,Quinta-Feira,18,10
28055,South Burlington,VT,Oval,10/18/12,22:30,Quinta-Feira,18,10
28056,Rumford,RI,Light,10/18/12,22:00,Quinta-Feira,18,10
28057,Fairbanks,AK,Light,10/18/12,21:30,Quinta-Feira,18,10
28058,Bonneville Salt Flats (unincorp.),UT,Other,10/18/12,21:20,Quinta-Feira,18,10
28059,Umpire,AR,Oval,10/18/12,21:00,Quinta-Feira,18,10
28060,Bay Village,OH,Sphere,10/18/12,20:50,Quinta-Feira,18,10
28061,Wolfsville,MD,Triangle,10/18/12,20:15,Quinta-Feira,18,10
28062,Brockton,MA,Triangle,10/18/12,19:50,Quinta-Feira,18,10
28063,Lockport,IL,Oval,10/18/12,19:45,Quinta-Feira,18,10
28064,Alsip,IL,Rectangle,10/18/12,16:30,Quinta-Feira,18,10
28065,Lexington,SC,Sphere,10/18/12,07:45,Quinta-Feira,18,10
28066,San Diego,CA,Circle,10/18/12,01:00,Quinta-Feira,18,10
28067,Williamsport,MD,Cigar,10/17/12,23:30,Quarta-feira,17,10
28068,Allentown,PA,Circle,10/17/12,20:45,Quarta-feira,17,10
28069,Algodones,NM,Circle,10/17/12,20:30,Quarta-feira,17,10
28070,Jackson,MI,Light,10/17/12,20:30,Quarta-feira,17,10
28071,North Long Beach,CA,Light,10/17/12,20:10,Quarta-feira,17,10
28072,Machias,ME,Light,10/17/12,19:00,Quarta-feira,17,10
28073,San Rafael,CA,Flash,10/17/12,19:00,Quarta-feira,17,10
28074,Norman,OK,Sphere,10/17/12,19:00,Quarta-feira,17,10
28075,Stockton/Linden,CA,Light,10/17/12,18:50,Quarta-feira,17,10
28076,Ridgewood,NY,Oval,10/17/12,17:55,Quarta-feira,17,10
28077,Hagerstown,MD,Disk,10/17/12,14:00,Quarta-feira,17,10
28078,Navarre,FL,Disk,10/17/12,07:00,Quarta-feira,17,10
28079,Santa Fe,NM,Light,10/17/12,05:33,Quarta-feira,17,10
28080,Birmingham,AL,Light,10/17/12,03:20,Quarta-feira,17,10
28081,Merton,WI,Changing,10/17/12,02:15,Quarta-feira,17,10
28082,North Grafton,MA,Disk,10/17/12,01:30,Quarta-feira,17,10
28083,Webster,NY,Other,10/17/12,01:05,Quarta-feira,17,10
28084,Langhorne,PA,Circle,10/17/12,01:00,Quarta-feira,17,10
28085,Shawano,WI,Triangle,10/16/12,23:00,Terça-feira,16,10
28086,Olympia,WA,Light,10/16/12,22:30,Terça-feira,16,10
28087,Atlanta,GA,Light,10/16/12,22:15,Terça-feira,16,10
28088,Wooster,OH,Rectangle,10/16/12,22:00,Terça-feira,16,10
28089,Lyndonville,VT,Fireball,10/16/12,21:00,Terça-feira,16,10
28090,Wrightsville Beach,NC,Triangle,10/16/12,20:40,Terça-feira,16,10
28091,Orlando,FL,Sphere,10/16/12,20:30,Terça-feira,16,10
28092,Desert Hot Springs,CA,Other,10/16/12,20:10,Terça-feira,16,10
28093,Edgartown,MA,Sphere,10/16/12,20:00,Terça-feira,16,10
28094,Myerstown,PA,Light,10/16/12,20:00,Terça-feira,16,10
28095,Boston,MA,Light,10/16/12,19:00,Terça-feira,16,10
28096,Tolland,CT,Circle,10/16/12,18:20,Terça-feira,16,10
28097,Belfry,KY,Cylinder,10/16/12,16:30,Terça-feira,16,10
28098,Burlington,IA,Triangle,10/16/12,15:30,Terça-feira,16,10
28099,Williamson,WV,Cylinder,10/16/12,15:00,Terça-feira,16,10
28100,St. Paul,VA,Sphere,10/16/12,14:34,Terça-feira,16,10
28101,Johnson City,TN,Cylinder,10/16/12,12:10,Terça-feira,16,10
28102,Johnson City,TN,Cylinder,10/16/12,11:45,Terça-feira,16,10
28103,Johnson City,TN,Cylinder,10/16/12,11:30,Terça-feira,16,10
28104,Piney Flats,TN,Cylinder,10/16/12,10:00,Terça-feira,16,10
28105,Gunnison,CO,Flash,10/16/12,05:35,Terça-feira,16,10
28106,Englewood,FL,Light,10/16/12,03:00,Terça-feira,16,10
28107,Cedar Rapids,IA,Triangle,10/16/12,02:00,Terça-feira,16,10
28108,St. Cloud,MN,Formation,10/15/12,22:00,Segunda-feira,15,10
28109,Velarde,NM,Flash,10/15/12,22:00,Segunda-feira,15,10
28110,Escondido,CA,Light,10/15/12,21:02,Segunda-feira,15,10
28111,Somerville,AL,Changing,10/15/12,21:00,Segunda-feira,15,10
28112,Yakima,WA,Sphere,10/15/12,21:00,Segunda-feira,15,10
28113,Castor,LA,Other,10/15/12,19:00,Segunda-feira,15,10
28114,Bloomington,MN,Disk,10/15/12,19:00,Segunda-feira,15,10
28115,Menomonee Falls,WI,Formation,10/15/12,18:50,Segunda-feira,15,10
28116,St. Louis,MO,Cylinder,10/15/12,18:20,Segunda-feira,15,10
28117,Tooele,UT,Cigar,10/15/12,17:45,Segunda-feira,15,10
28118,Huntingtown,MD,Triangle,10/15/12,12:00,Segunda-feira,15,10
28119,Normandy,TN,Rectangle,10/15/12,10:30,Segunda-feira,15,10
28120,Hagerstown,MD,Circle,10/15/12,08:00,Segunda-feira,15,10
28121,Boise,ID,Light,10/15/12,01:00,Segunda-feira,15,10
28122,Hartland,WI,Changing,10/15/12,00:30,Segunda-feira,15,10
28123,Towson,MD,Circle,10/15/12,00:15,Segunda-feira,15,10
28124,Charleston,SC,Triangle,10/14/12,23:34,Domingo,14,10
28125,Nanuet,NY,Light,10/14/12,23:00,Domingo,14,10
28126,Lake Wales,FL,Changing,10/14/12,22:00,Domingo,14,10
28127,Lake Wales,FL,Changing,10/14/12,22:00,Domingo,14,10
28128,Toms River,NJ,Circle,10/14/12,21:45,Domingo,14,10
28129,Lakewood,NJ,Light,10/14/12,21:45,Domingo,14,10
28130,EL Centro,CA,Circle,10/14/12,21:00,Domingo,14,10
28131,Easton,PA,Fireball,10/14/12,20:00,Domingo,14,10
